Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q31_1|CURRENCY|Asia Pacific strategy - Non-listed/ commingled real estate funds/private REITs|6_1|RegionalStrategyAsiaPacific_NonListedFunds|RSAPAC_NLF|Asia Pacific - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||51
q31_2|CURRENCY|Asia Pacific strategy - Separate accounts investing directly into real estate|6_2|RegionalStrategyAsiaPacific_SeparateAccountsDirect|RSAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||52
q31_3|CURRENCY|Asia Pacific strategy - Separate accounts investing into indirect vehicles|6_3|RegionalStrategyAsiaPacific_SeparateAccountsIndirect|RSAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||53
q31_4|CURRENCY|Asia Pacific strategy - Joint ventures and club deals|6_4|RegionalStrategyAsiaPacific_JVs|RSAPAC_JVs|Asia Pacific - Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||54
q31_5|CURRENCY|Asia Pacific strategy - Funds of funds|6_5|RegionalStrategyAsiaPacific_FundsOfFunds|RSAPAC_FOF|Asia Pacific - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||55
q31_6|CURRENCY|Asia Pacific strategy - Non-listed debt products|6_6|RegionalStrategyAsiaPacific_Debt|RSAPAC_Debt|Asia Pacific - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||56
q3ROW1_hidden|CURRENCY|Asia Pacific strategy TOTAL|6_7|RegionalStrategyAsiaPacific_VehicleType_Total|RSAPAC_VT_Total|Asia Pacific - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||57
q32_1|CURRENCY|European strategy - Non-listed/ commingled real estate funds/private REITs|6_8|RegionalStrategyEurope_NonListedFunds|RSEUR_NLF|Europe - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||58
q32_2|CURRENCY|European strategy - Separate accounts investing directly into real estate|6_9|RegionalStrategyEurope_SeparateAccountsDirect|RSEUR_SepAccDirect|Europe - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||59
q32_3|CURRENCY|European strategy - Separate accounts investing into indirect vehicles|6_10|RegionalStrategyEurope_SeparateAccountsIndirect|RSEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||60
q32_4|CURRENCY|European strategy - Joint ventures and club deals|6_11|RegionalStrategyEurope_JVs|RSEUR_JVs|Europe -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||61
q32_5|CURRENCY|European strategy - Funds of funds|6_12|RegionalStrategyEurope_FundsOfFunds|RSEUR_FOF|Europe - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||62
q32_6|CURRENCY|European strategy - Non-listed debt products|6_13|RegionalStrategyEurope_Debt|RSEUR_Debt|Europe - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||63
q3ROW2_hidden|CURRENCY|European strategy TOTAL|6_14|RegionalStrategyEurope_VehicleType_Total|RSEUR_VT_Total|Europe - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||64
q33_1|CURRENCY|North American strategy - Non-listed/ commingled real estate funds/private REITs|6_15|RegionalStrategyNorthAmerica_NonListedFunds|RSNA_NLF|North America - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||65
q33_2|CURRENCY|North American strategy - Separate accounts investing directly into real estate|6_16|RegionalStrategyNorthAmerica_SeparateAccountsDirect|RSNA_SepAccDirect|North America - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||66
q33_3|CURRENCY|North American strategy - Separate accounts investing into indirect vehicles|6_17|RegionalStrategyNorthAmerica_SeparateAccountsIndirect|RSNA_SepAccIndirect|North America - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||67
q33_4|CURRENCY|North American strategy - Joint ventures and club deals|6_18|RegionalStrategyNorthAmerica_JVs|RSNA_JVs|North America -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||68
q33_5|CURRENCY|North American strategy - Funds of funds|6_19|RegionalStrategyNorthAmerica_FundsOfFunds|RSNA_FOF|North America - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||69
q33_6|CURRENCY|North American strategy - Non-listed debt products|6_20|RegionalStrategyNorthAmerica_Debt|RSNA_Debt|North America - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||70
q3ROW3_hidden|CURRENCY|North American strategy TOTAL|6_21|RegionalStrategyNorthAmerica_VehicleType_Total|RSNA_VT_Total|North America - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||71
q34_1|CURRENCY|Global strategy - Non-listed/ commingled real estate funds/private REITs|6_22|RegionalStrategyGlobal_NonListedFunds|RSGLB_NLF|Global - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||72
q34_2|CURRENCY|Global strategy - Separate accounts investing directly into real estate|6_23|RegionalStrategyGlobal_SeparateAccountsDirect|RSGLB_SepAccDirect|Global - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||73
q34_3|CURRENCY|Global strategy - Separate accounts investing into indirect vehicles|6_24|RegionalStrategyGlobal_SeparateAccountsIndirect|RSGLB_SepAccIndirect|Global - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||74
q34_4|CURRENCY|Global strategy - Joint ventures and club deals|6_25|RegionalStrategyGlobal_JVs|RSGLB_JVs|Global -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||75
q34_5|CURRENCY|Global strategy - Funds of funds|6_26|RegionalStrategyGlobal_FundsOfFunds|RSGLB_FOF|Global - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||76
q34_6|CURRENCY|Global strategy - Non-listed debt products|6_27|RegionalStrategyGlobal_Debt|RSGLB_Debt|Global - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||77
q3ROW4_hidden|CURRENCY|Global strategy TOTAL|6_28|RegionalStrategyGlobal_VehicleType_Total|RSGLB_VT_Total|Global - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||78
q35_1|CURRENCY|South American strategy - Non-listed/ commingled real estate funds/private REITs|6_29|RegionalStrategySouthAmerica_NonListedFunds|RSSA_NLF|South America - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||79
q35_2|CURRENCY|South American strategy - Separate accounts investing directly into real estate|6_30|RegionalStrategySouthAmerica_SeparateAccountsDirect|RSSA_SepAccDirect|South America - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||80
q35_3|CURRENCY|South American strategy - Separate accounts investing into indirect vehicles|6_31|RegionalStrategySouthAmerica_SeparateAccountsIndirect|RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||81
q35_4|CURRENCY|South American strategy - Joint ventures and club deals|6_32|RegionalStrategySouthAmerica_JVs|RSSA_JVs|South America -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||82
q35_5|CURRENCY|South American strategy - Funds of funds|6_33|RegionalStrategySouthAmerica_FundsOfFunds|RSSA_FOF|South America - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||83
q35_6|CURRENCY|South American strategy - Non-listed debt products|6_34|RegionalStrategySouthAmerica_Debt|RSSA_Debt|South America - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||84
q3ROW5_hidden|CURRENCY|South American strategy TOTAL|6_35|RegionalStrategySouthAmerica_VehicleType_Total|RSSA_VT_Total|South America - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||85
q36_1|CURRENCY|African strategy - Non-listed/ commingled real estate funds/private REITs|6_36|RegionalStrategyAfrica_NonListedFunds|RSAFR_NLF|Africa - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||86
q36_2|CURRENCY|African strategy - Separate accounts investing directly into real estate|6_37|RegionalStrategyAfrica_SeparateAccountsDirect|RSAFR_SepAccDirect|Africa - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||87
q36_3|CURRENCY|African strategy - Separate accounts investing into indirect vehicles|6_38|RegionalStrategyAfrica_SeparateAccountsIndirect|RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||88
q36_4|CURRENCY|African strategy - Joint ventures and club deals|6_39|RegionalStrategyAfrica_JVs|RSAFR_JVs|Africa -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||89
q36_5|CURRENCY|African strategy - Funds of funds|6_40|RegionalStrategyAfrica_FundsOfFunds|RSAFR_FOF|Africa - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||90
q36_6|CURRENCY|African strategy - Non-listed debt products|6_41|RegionalStrategyAfrica_Debt|RSAFR_Debt|Africa - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||91
q3ROW6_hidden|CURRENCY|African strategy TOTAL|6_42|RegionalStrategyAfrica_VehicleType_Total|RSAFR_VT_Total|Africa - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||92
q3COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|6_43|RegionalStrategy_NonListedFunds|RS_NLF|Regional strategy - Non-listed funds total||Capital raised |Regional Strategy and Vehicle Type|q6||93
q3COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|6_44|RegionalStrategy_SeparateAccountsDirect|RS_SepAccDirect|Regional strategy - Separate accounts investing directly total||Capital raised |Regional Strategy and Vehicle Type|q6||94
q3COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|6_45|RegionalStrategy_SeparateAccountsIndirect|RS_SepAccIndirect|Regional strategy - Separate accounts investing indirectly total||Capital raised |Regional Strategy and Vehicle Type|q6||95
q3COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|6_46|RegionalStrategy_JVs|RS_JVs|Regional strategy - Joint ventures and club deals total||Capital raised |Regional Strategy and Vehicle Type|q6||96
q3COL5_hidden|CURRENCY|Funds of funds TOTAL|6_47|RegionalStrategy_FundsOfFunds|RS_FOF|Regional strategy - Funds of funds total||Capital raised |Regional Strategy and Vehicle Type|q6||97
q3COL6_hidden|CURRENCY|Non-listed debt products TOTAL|6_48|RegionalStrategy_Debt|RS_Debt|Regional strategy - Non-listed debt total||Capital raised |Regional Strategy and Vehicle Type|q6||98
q3GRANDTotal_hidden|CURRENCY|TOTAL capital raised in 2017 by regional strategy (million)|6_49|RegionalStrategy_VehicleType_Total|RS_VT_Total|Regional strategy - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||99
||For how many vehicles did your company raise institutional capital for in 2017?|7|||||||q7||100
q41_1|NUMBER|Asia Pacific strategy - Non-listed/ commingled real estate funds/private REITs|7_1|NOV_RegionalStrategyAsiaPacific_NonListedFunds|NOV_RSAPAC_NLF|Asia Pacific - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||101
q41_2|NUMBER|Asia Pacific strategy - Separate accounts investing directly into real estate|7_2|NOV_RegionalStrategyAsiaPacific_SeparateAccountsDirect|NOV_RSAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||102
q41_3|NUMBER|Asia Pacific strategy - Separate accounts investing into indirect vehicles|7_3|NOV_RegionalStrategyAsiaPacific_SeparateAccountsIndirect|NOV_RSAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||103
q41_4|NUMBER|Asia Pacific strategy - Joint ventures and club deals|7_4|NOV_RegionalStrategyAsiaPacific_JVs|NOV_RSAPAC_JVs|Asia Pacific - Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||104
q41_5|NUMBER|Asia Pacific strategy - Funds of funds|7_5|NOV_RegionalStrategyAsiaPacific_FundsOfFunds|NOV_RSAPAC_FOF|Asia Pacific - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||105
q41_6|NUMBER|Asia Pacific strategy - Non-listed debt products|7_6|NOV_RegionalStrategyAsiaPacific_Debt|NOV_RSAPAC_Debt|Asia Pacific - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||106
q4ROW1_hidden|NUMBER|Asia Pacific strategy TOTAL|7_7|NOV_RegionalStrategyAsiaPacific_VehicleType_Total|NOV_RSAPAC_VT_Total|Asia Pacific - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||107
q42_1|NUMBER|European strategy - Non-listed/ commingled real estate funds/private REITs|7_8|NOV_RegionalStrategyEurope_NonListedFunds|NOV_RSEUR_NLF|Europe - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||108
q42_2|NUMBER|European strategy - Separate accounts investing directly into real estate|7_9|NOV_RegionalStrategyEurope_SeparateAccountsDirect|NOV_RSEUR_SepAccDirect|Europe - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||109
q42_3|NUMBER|European strategy - Separate accounts investing into indirect vehicles|7_10|NOV_RegionalStrategyEurope_SeparateAccountsIndirect|NOV_RSEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||110
q42_4|NUMBER|European strategy - Joint ventures and club deals|7_11|NOV_RegionalStrategyEurope_JVs|NOV_RSEUR_JVs|Europe -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||111
q42_5|NUMBER|European strategy - Funds of funds|7_12|NOV_RegionalStrategyEurope_FundsOfFunds|NOV_RSEUR_FOF|Europe - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||112
q42_6|NUMBER|European strategy - Non-listed debt products|7_13|NOV_RegionalStrategyEurope_Debt|NOV_RSEUR_Debt|Europe - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||113
q4ROW2_hidden|NUMBER|European strategy TOTAL|7_14|NOV_RegionalStrategyEurope_VehicleType_Total|NOV_RSEUR_VT_Total|Europe - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||114
q43_1|NUMBER|North American strategy - Non-listed/ commingled real estate funds/private REITs|7_15|NOV_RegionalStrategyNorthAmerica_NonListedFunds|NOV_RSNA_NLF|North America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||115
q43_2|NUMBER|North American strategy - Separate accounts investing directly into real estate|7_16|NOV_RegionalStrategyNorthAmerica_SeparateAccountsDirect|NOV_RSNA_SepAccDirect|North America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||116
q43_3|NUMBER|North American strategy - Separate accounts investing into indirect vehicles|7_17|NOV_RegionalStrategyNorthAmerica_SeparateAccountsIndirect|NOV_RSNA_SepAccIndirect|North America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||117
q43_4|NUMBER|North American strategy - Joint ventures and club deals|7_18|NOV_RegionalStrategyNorthAmerica_JVs|NOV_RSNA_JVs|North America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||118
q43_5|NUMBER|North American strategy - Funds of funds|7_19|NOV_RegionalStrategyNorthAmerica_FundsOfFunds|NOV_RSNA_FOF|North America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||119
q43_6|NUMBER|North American strategy - Non-listed debt products|7_20|NOV_RegionalStrategyNorthAmerica_Debt|NOV_RSNA_Debt|North America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||120
q4ROW3_hidden|NUMBER|North American strategy TOTAL|7_21|NOV_RegionalStrategyNorthAmerica_VehicleType_Total|NOV_RSNA_VT_Total|North America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||121
q44_1|NUMBER|Global strategy - Non-listed/ commingled real estate funds/private REITs|7_22|NOV_RegionalStrategyGlobal_NonListedFunds|NOV_RSGLB_NLF|Global - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||122
q44_2|NUMBER|Global strategy - Separate accounts investing directly into real estate|7_23|NOV_RegionalStrategyGlobal_SeparateAccountsDirect|NOV_RSGLB_SepAccDirect|Global - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||123
q44_3|NUMBER|Global strategy - Separate accounts investing into indirect vehicles|7_24|NOV_RegionalStrategyGlobal_SeparateAccountsIndirect|NOV_RSGLB_SepAccIndirect|Global - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||124
q44_4|NUMBER|Global strategy - Joint ventures and club deals|7_25|NOV_RegionalStrategyGlobal_JVs|NOV_RSGLB_JVs|Global -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||125
q44_5|NUMBER|Global strategy - Funds of funds|7_26|NOV_RegionalStrategyGlobal_FundsOfFunds|NOV_RSGLB_FOF|Global - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||126
q44_6|NUMBER|Global strategy - Non-listed debt products|7_27|NOV_RegionalStrategyGlobal_Debt|NOV_RSGLB_Debt|Global - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||127
q4ROW4_hidden|NUMBER|Global strategy TOTAL|7_28|NOV_RegionalStrategyGlobal_VehicleType_Total|NOV_RSGLB_VT_Total|Global - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||128
q45_1|NUMBER|South American strategy - Non-listed/ commingled real estate funds/private REITs|7_29|NOV_RegionalStrategySouthAmerica_NonListedFunds|NOV_RSSA_NLF|South America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||129
q45_2|NUMBER|South American strategy - Separate accounts investing directly into real estate|7_30|NOV_RegionalStrategySouthAmerica_SeparateAccountsDirect|NOV_RSSA_SepAccDirect|South America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||130
q45_3|NUMBER|South American strategy - Separate accounts investing into indirect vehicles|7_31|NOV_RegionalStrategySouthAmerica_SeparateAccountsIndirect|NOV_RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||131
q45_4|NUMBER|South American strategy - Joint ventures and club deals|7_32|NOV_RegionalStrategySouthAmerica_JVs|NOV_RSSA_JVs|South America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||132
q45_5|NUMBER|South American strategy - Funds of funds|7_33|NOV_RegionalStrategySouthAmerica_FundsOfFunds|NOV_RSSA_FOF|South America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||133
q45_6|NUMBER|South American strategy - Non-listed debt products|7_34|NOV_RegionalStrategySouthAmerica_Debt|NOV_RSSA_Debt|South America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||134
q4ROW5_hidden|NUMBER|South American strategy TOTAL|7_35|NOV_RegionalStrategySouthAmerica_VehicleType_Total|NOV_RSSA_VT_Total|South America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||135
q46_1|NUMBER|African strategy - Non-listed/ commingled real estate funds/private REITs|7_36|NOV_RegionalStrategyAfrica_NonListedFunds|NOV_RSAFR_NLF|Africa - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||136
q46_2|NUMBER|African strategy - Separate accounts investing directly into real estate|7_37|NOV_RegionalStrategyAfrica_SeparateAccountsDirect|NOV_RSAFR_SepAccDirect|Africa - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||137
q46_3|NUMBER|African strategy - Separate accounts investing into indirect vehicles|7_38|NOV_RegionalStrategyAfrica_SeparateAccountsIndirect|NOV_RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||138
q46_4|NUMBER|African strategy - Joint ventures and club deals|7_39|NOV_RegionalStrategyAfrica_JVs|NOV_RSAFR_JVs|Africa -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||139
q46_5|NUMBER|African strategy - Funds of funds|7_40|NOV_RegionalStrategyAfrica_FundsOfFunds|NOV_RSAFR_FOF|Africa - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||140
q46_6|NUMBER|African strategy - Non-listed debt products|7_41|NOV_RegionalStrategyAfrica_Debt|NOV_RSAFR_Debt|Africa - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||141
q4ROW6_hidden|NUMBER|African strategy TOTAL|7_42|NOV_RegionalStrategyAfrica_VehicleType_Total|NOV_RSAFR_VT_Total|Africa - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||142
q4COL1_hidden|NUMBER|Non-listed/ commingled real estate funds/private REITs TOTAL|7_43|NOV_RegionalStrategy_NonListedFunds|NOV_RS_NLF|Regional strategy - Non-listed funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||143
q4COL2_hidden|NUMBER|Separate accounts investing directly into real estate TOTAL|7_44|NOV_RegionalStrategy_SeparateAccountsDirect|NOV_RS_SepAccDirect|Regional strategy - Separate accounts investing directly total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||144
q4COL3_hidden|NUMBER|Separate accounts investing into indirect vehicles TOTAL|7_45|NOV_RegionalStrategy_SeparateAccountsIndirect|NOV_RS_SepAccIndirect|Regional strategy - Separate accounts investing indirectly total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||145
q4COL4_hidden|NUMBER|Joint ventures and club deals TOTAL|7_46|NOV_RegionalStrategy_JVs|NOV_RS_JVs|Regional strategy - Joint ventures and club deals total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||146
q4COL5_hidden|NUMBER|Funds of funds TOTAL|7_47|NOV_RegionalStrategy_FundsOfFunds|NOV_RS_FOF|Regional strategy - Funds of funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||147
q4COL6_hidden|NUMBER|Non-listed debt products TOTAL|7_48|NOV_RegionalStrategy_Debt|NOV_RS_Debt|Regional strategy - Non-listed debt total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||148
q4GRANDTotal_hidden|NUMBER|Total number of vehicles company raised capital for in 2017 by regional strategy|7_49|NOV_RegionalStrategy_VehicleType_Total|NOV_RS_VT_Total|Regional strategy - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||149
||How much institutional capital did your company raise for non-listed vehicles in 2017 by investor type (million)?|8|||||||q8||150
q51_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|8_1|PensionFunds_NonListedFunds|PF_NLF|Pension funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||151
q51_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|8_2|PensionFunds_SeparateAccountsDirect|PF_SepAccDirect|Pension funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||152
q51_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|8_3|PensionFunds_SeparateAccountsIndirect|PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||153
q51_4|CURRENCY|Pension funds - Joint ventures and club deals|8_4|PensionFunds_JVs|PF_JVs|Pension funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||154
q51_5|CURRENCY|Pension funds - Funds of funds|8_5|PensionFunds_FundsOfFunds|PF_FOF|Pension funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||155
q51_6|CURRENCY|Pension funds - Non-listed debt products|8_6|PensionFunds_Debt|PF_Debt|Pension funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||156
