Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q31_2|CURRENCY|Asia Pacific Strategy - Separate accounts investing directly into real estate|6_2|RegionalStrategyAsiaPacific_SeparateAccountsDirect|RSAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||47
q31_3|CURRENCY|Asia Pacific Strategy - Separate accounts investing into indirect vehicles|6_3|RegionalStrategyAsiaPacific_SeparateAccountsIndirect|RSAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||48
q31_4|CURRENCY|Asia Pacific Strategy - Joint ventures and club deals|6_4|RegionalStrategyAsiaPacific_JVs|RSAPAC_JVs|Asia Pacific - Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||49
q31_5|CURRENCY|Asia Pacific Strategy - Funds of funds|6_5|RegionalStrategyAsiaPacific_FundsOfFunds|RSAPAC_FOF|Asia Pacific - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||50
q31_6|CURRENCY|Asia Pacific Strategy - Non-listed debt products|6_6|RegionalStrategyAsiaPacific_Debt|RSAPAC_Debt|Asia Pacific - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||51
q3ROW1_Total|CURRENCY|Asia Pacific Strategy - TOTAL|6_7|RegionalStrategyAsiaPacific_VehicleType_Total|RSAPAC_VT_Total|Asia Pacific - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||52
q32_1|CURRENCY|European Strategy - Non-listed/ commingled real estate funds/private REITs|6_8|RegionalStrategyEurope_NonListedFunds|RSEUR_NLF|Europe - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||53
q32_2|CURRENCY|European Strategy - Separate accounts investing directly into real estate|6_9|RegionalStrategyEurope_SeparateAccountsDirect|RSEUR_SepAccDirect|Europe - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||54
q32_3|CURRENCY|European Strategy - Separate accounts investing into indirect vehicles|6_10|RegionalStrategyEurope_SeparateAccountsIndirect|RSEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||55
q32_4|CURRENCY|European Strategy - Joint ventures and club deals|6_11|RegionalStrategyEurope_JVs|RSEUR_JVs|Europe -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||56
q32_5|CURRENCY|European Strategy - Funds of funds|6_12|RegionalStrategyEurope_FundsOfFunds|RSEUR_FOF|Europe - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||57
q32_6|CURRENCY|European Strategy - Non-listed debt products|6_13|RegionalStrategyEurope_Debt|RSEUR_Debt|Europe - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||58
q3ROW2_Total|CURRENCY|European Strategy - TOTAL|6_14|RegionalStrategyEurope_VehicleType_Total|RSEUR_VT_Total|Europe - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||59
q33_1|CURRENCY|North American Strategy - Non-listed/ commingled real estate funds/private REITs|6_15|RegionalStrategyNorthAmerica_NonListedFunds|RSNA_NLF|North America - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||60
q33_2|CURRENCY|North American Strategy - Separate accounts investing directly into real estate|6_16|RegionalStrategyNorthAmerica_SeparateAccountsDirect|RSNA_SepAccDirect|North America - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||61
q33_3|CURRENCY|North American Strategy - Separate accounts investing into indirect vehicles|6_17|RegionalStrategyNorthAmerica_SeparateAccountsIndirect|RSNA_SepAccIndirect|North America - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||62
q33_4|CURRENCY|North American Strategy - Joint ventures and club deals|6_18|RegionalStrategyNorthAmerica_JVs|RSNA_JVs|North America -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||63
q33_5|CURRENCY|North American Strategy - Funds of funds|6_19|RegionalStrategyNorthAmerica_FundsOfFunds|RSNA_FOF|North America - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||64
q33_6|CURRENCY|North American Strategy - Non-listed debt products|6_20|RegionalStrategyNorthAmerica_Debt|RSNA_Debt|North America - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||65
q3ROW3_Total|CURRENCY|North American Strategy - TOTAL|6_21|RegionalStrategyNorthAmerica_VehicleType_Total|RSNA_VT_Total|North America - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||66
q34_1|CURRENCY|Global Strategy - Non-listed/ commingled real estate funds/private REITs|6_22|RegionalStrategyGlobal_NonListedFunds|RSGLB_NLF|Global - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||67
q34_2|CURRENCY|Global Strategy - Separate accounts investing directly into real estate|6_23|RegionalStrategyGlobal_SeparateAccountsDirect|RSGLB_SepAccDirect|Global - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||68
q34_3|CURRENCY|Global Strategy - Separate accounts investing into indirect vehicles|6_24|RegionalStrategyGlobal_SeparateAccountsIndirect|RSGLB_SepAccIndirect|Global - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||69
q34_4|CURRENCY|Global Strategy - Joint ventures and club deals|6_25|RegionalStrategyGlobal_JVs|RSGLB_JVs|Global -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||70
q34_5|CURRENCY|Global Strategy - Funds of funds|6_26|RegionalStrategyGlobal_FundsOfFunds|RSGLB_FOF|Global - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||71
q34_6|CURRENCY|Global Strategy - Non-listed debt products|6_27|RegionalStrategyGlobal_Debt|RSGLB_Debt|Global - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||72
q3ROW4_Total|CURRENCY|Global Strategy - TOTAL|6_28|RegionalStrategyGlobal_VehicleType_Total|RSGLB_VT_Total|Global - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||73
q35_1|CURRENCY|South American Strategy - Non-listed/ commingled real estate funds/private REITs|6_29|RegionalStrategySouthAmerica_NonListedFunds|RSSA_NLF|South America - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||74
q35_2|CURRENCY|South American Strategy - Separate accounts investing directly into real estate|6_30|RegionalStrategySouthAmerica_SeparateAccountsDirect|RSSA_SepAccDirect|South America - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||75
q35_3|CURRENCY|South American Strategy - Separate accounts investing into indirect vehicles|6_31|RegionalStrategySouthAmerica_SeparateAccountsIndirect|RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||76
q35_4|CURRENCY|South American Strategy - Joint ventures and club deals|6_32|RegionalStrategySouthAmerica_JVs|RSSA_JVs|South America -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||77
q35_5|CURRENCY|South American Strategy - Funds of funds|6_33|RegionalStrategySouthAmerica_FundsOfFunds|RSSA_FOF|South America - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||78
q35_6|CURRENCY|South American Strategy - Non-listed debt products|6_34|RegionalStrategySouthAmerica_Debt|RSSA_Debt|South America - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||79
q3ROW5_Total|CURRENCY|South American Strategy - TOTAL|6_35|RegionalStrategySouthAmerica_VehicleType_Total|RSSA_VT_Total|South America - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||80
q36_1|CURRENCY|African Strategy - Non-listed/ commingled real estate funds/private REITs|6_36|RegionalStrategyAfrica_NonListedFunds|RSAFR_NLF|Africa - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q6||81
q36_2|CURRENCY|African Strategy - Separate accounts investing directly into real estate|6_37|RegionalStrategyAfrica_SeparateAccountsDirect|RSAFR_SepAccDirect|Africa - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q6||82
q36_3|CURRENCY|African Strategy - Separate accounts investing into indirect vehicles|6_38|RegionalStrategyAfrica_SeparateAccountsIndirect|RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q6||83
q36_4|CURRENCY|African Strategy - Joint ventures and club deals|6_39|RegionalStrategyAfrica_JVs|RSAFR_JVs|Africa -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q6||84
q36_5|CURRENCY|African Strategy - Funds of funds|6_40|RegionalStrategyAfrica_FundsOfFunds|RSAFR_FOF|Africa - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q6||85
q36_6|CURRENCY|African Strategy - Non-listed debt products|6_41|RegionalStrategyAfrica_Debt|RSAFR_Debt|Africa - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q6||86
q3ROW6_Total|CURRENCY|African Strategy - TOTAL|6_42|RegionalStrategyAfrica_VehicleType_Total|RSAFR_VT_Total|Africa - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||87
q3COL1_Total|CURRENCY|TOTAL - Non-listed/ commingled real estate funds/private REITs|6_43|RegionalStrategy_NonListedFunds_Total|RS_NLF_Total|Regional strategy - Non-listed funds total||Capital raised |Regional Strategy and Vehicle Type|q6||88
q3COL2_Total|CURRENCY|TOTAL - Separate accounts investing directly into real estate|6_44|RegionalStrategy_SeparateAccountsDirect_Total|RS_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||Capital raised |Regional Strategy and Vehicle Type|q6||89
q3COL3_Total|CURRENCY|TOTAL - Separate accounts investing into indirect vehicles|6_45|RegionalStrategy_SeparateAccountsIndirect_Total|RS_SepAccIndirect_Total|Regional strategy - Separate accounts investing indirectly total||Capital raised |Regional Strategy and Vehicle Type|q6||90
q3COL4_Total|CURRENCY|TOTAL - Joint ventures and club deals|6_46|RegionalStrategy_JVs_Total|RS_JVs_Total|Regional strategy - Joint ventures and club deals total||Capital raised |Regional Strategy and Vehicle Type|q6||91
q3COL5_Total|CURRENCY|TOTAL - Funds of funds|6_47|RegionalStrategy_FundsOfFunds_Total|RS_FOF_Total|Regional strategy - Funds of funds total||Capital raised |Regional Strategy and Vehicle Type|q6||92
q3COL6_Total|CURRENCY|TOTAL - Non-listed debt products|6_48|RegionalStrategy_Debt_Total|RS_Debt_Total|Regional strategy - Non-listed debt total||Capital raised |Regional Strategy and Vehicle Type|q6||93
q3GRANDTotal|CURRENCY|TOTAL Capital Raised in 2020 for non-listed real estate|6_49|RegionalStrategy_VehicleType_Total|RS_VT_Total|Regional strategy - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q6||94
||For how many Non-listed vehicless did your company raise institutional capital for in 2020? |7|||||||q7||95
q41_1|NUMBER|Asia Pacific - Non-listed/ commingled real estate funds/private REITs|7_1|NOV_RegionalStrategyAsiaPacific_NonListedFunds|NOV_RSAPAC_NLF|Asia Pacific - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||96
q41_2|NUMBER|Asia Pacific - Separate accounts investing directly into real estate|7_2|NOV_RegionalStrategyAsiaPacific_SeparateAccountsDirect|NOV_RSAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||97
q41_3|NUMBER|Asia Pacific - Separate accounts investing into indirect vehicles|7_3|NOV_RegionalStrategyAsiaPacific_SeparateAccountsIndirect|NOV_RSAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||98
q41_4|NUMBER|Asia Pacific - Joint ventures and club deals|7_4|NOV_RegionalStrategyAsiaPacific_JVs|NOV_RSAPAC_JVs|Asia Pacific - Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||99
q41_5|NUMBER|Asia Pacific - Funds of funds|7_5|NOV_RegionalStrategyAsiaPacific_FundsOfFunds|NOV_RSAPAC_FOF|Asia Pacific - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||100
q41_6|NUMBER|Asia Pacific - Non-listed debt products|7_6|NOV_RegionalStrategyAsiaPacific_Debt|NOV_RSAPAC_Debt|Asia Pacific - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||101
q4ROW1_Total|NUMBER|Asia Pacific - TOTAL VEHICLES|7_7|NOV_RegionalStrategyAsiaPacific_VehicleType_Total|NOV_RSAPAC_VT_Total|Asia Pacific - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||102
q42_1|NUMBER|Europe - Non-listed/ commingled real estate funds/private REITs|7_8|NOV_RegionalStrategyEurope_NonListedFunds|NOV_RSEUR_NLF|Europe - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||103
q42_2|NUMBER|Europe - Separate accounts investing directly into real estate|7_9|NOV_RegionalStrategyEurope_SeparateAccountsDirect|NOV_RSEUR_SepAccDirect|Europe - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||104
q42_3|NUMBER|Europe - Separate accounts investing into indirect vehicles|7_10|NOV_RegionalStrategyEurope_SeparateAccountsIndirect|NOV_RSEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||105
q42_4|NUMBER|Europe - Joint ventures and club deals|7_11|NOV_RegionalStrategyEurope_JVs|NOV_RSEUR_JVs|Europe -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||106
q42_5|NUMBER|Europe - Funds of funds|7_12|NOV_RegionalStrategyEurope_FundsOfFunds|NOV_RSEUR_FOF|Europe - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||107
q42_6|NUMBER|Europe - Non-listed debt products|7_13|NOV_RegionalStrategyEurope_Debt|NOV_RSEUR_Debt|Europe - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||108
q4ROW2_Total|NUMBER|Europe - TOTAL VEHICLES|7_14|NOV_RegionalStrategyEurope_VehicleType_Total|NOV_RSEUR_VT_Total|Europe - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||109
q43_1|NUMBER|North America - Non-listed/ commingled real estate funds/private REITs|7_15|NOV_RegionalStrategyNorthAmerica_NonListedFunds|NOV_RSNA_NLF|North America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||110
q43_2|NUMBER|North America - Separate accounts investing directly into real estate|7_16|NOV_RegionalStrategyNorthAmerica_SeparateAccountsDirect|NOV_RSNA_SepAccDirect|North America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||111
q43_3|NUMBER|North America - Separate accounts investing into indirect vehicles|7_17|NOV_RegionalStrategyNorthAmerica_SeparateAccountsIndirect|NOV_RSNA_SepAccIndirect|North America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||112
q43_4|NUMBER|North America - Joint ventures and club deals|7_18|NOV_RegionalStrategyNorthAmerica_JVs|NOV_RSNA_JVs|North America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||113
q43_5|NUMBER|North America - Funds of funds|7_19|NOV_RegionalStrategyNorthAmerica_FundsOfFunds|NOV_RSNA_FOF|North America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||114
q43_6|NUMBER|North America - Non-listed debt products|7_20|NOV_RegionalStrategyNorthAmerica_Debt|NOV_RSNA_Debt|North America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||115
q4ROW3_Total|NUMBER|North America - TOTAL VEHICLES|7_21|NOV_RegionalStrategyNorthAmerica_VehicleType_Total|NOV_RSNA_VT_Total|North America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||116
q44_1|NUMBER|Global - Non-listed/ commingled real estate funds/private REITs|7_22|NOV_RegionalStrategyGlobal_NonListedFunds|NOV_RSGLB_NLF|Global - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||117
q44_2|NUMBER|Global - Separate accounts investing directly into real estate|7_23|NOV_RegionalStrategyGlobal_SeparateAccountsDirect|NOV_RSGLB_SepAccDirect|Global - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||118
q44_3|NUMBER|Global - Separate accounts investing into indirect vehicles|7_24|NOV_RegionalStrategyGlobal_SeparateAccountsIndirect|NOV_RSGLB_SepAccIndirect|Global - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||119
q44_4|NUMBER|Global - Joint ventures and club deals|7_25|NOV_RegionalStrategyGlobal_JVs|NOV_RSGLB_JVs|Global -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||120
q44_5|NUMBER|Global - Funds of funds|7_26|NOV_RegionalStrategyGlobal_FundsOfFunds|NOV_RSGLB_FOF|Global - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||121
q44_6|NUMBER|Global - Non-listed debt products|7_27|NOV_RegionalStrategyGlobal_Debt|NOV_RSGLB_Debt|Global - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||122
q4ROW4_Total|NUMBER|Global - TOTAL VEHICLES|7_28|NOV_RegionalStrategyGlobal_VehicleType_Total|NOV_RSGLB_VT_Total|Global - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||123
q45_1|NUMBER|South America - Non-listed/ commingled real estate funds/private REITs|7_29|NOV_RegionalStrategySouthAmerica_NonListedFunds|NOV_RSSA_NLF|South America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||124
q45_2|NUMBER|South America - Separate accounts investing directly into real estate|7_30|NOV_RegionalStrategySouthAmerica_SeparateAccountsDirect|NOV_RSSA_SepAccDirect|South America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||125
q45_3|NUMBER|South America - Separate accounts investing into indirect vehicles|7_31|NOV_RegionalStrategySouthAmerica_SeparateAccountsIndirect|NOV_RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||126
q45_4|NUMBER|South America - Joint ventures and club deals|7_32|NOV_RegionalStrategySouthAmerica_JVs|NOV_RSSA_JVs|South America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||127
q45_5|NUMBER|South America - Funds of funds|7_33|NOV_RegionalStrategySouthAmerica_FundsOfFunds|NOV_RSSA_FOF|South America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||128
q45_6|NUMBER|South America - Non-listed debt products|7_34|NOV_RegionalStrategySouthAmerica_Debt|NOV_RSSA_Debt|South America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||129
q4ROW5_Total|NUMBER|South America - TOTAL VEHICLES|7_35|NOV_RegionalStrategySouthAmerica_VehicleType_Total|NOV_RSSA_VT_Total|South America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||130
q46_1|NUMBER|Africa - Non-listed/ commingled real estate funds/private REITs|7_36|NOV_RegionalStrategyAfrica_NonListedFunds|NOV_RSAFR_NLF|Africa - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||131
q46_2|NUMBER|Africa - Separate accounts investing directly into real estate|7_37|NOV_RegionalStrategyAfrica_SeparateAccountsDirect|NOV_RSAFR_SepAccDirect|Africa - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||132
q46_3|NUMBER|Africa - Separate accounts investing into indirect vehicles|7_38|NOV_RegionalStrategyAfrica_SeparateAccountsIndirect|NOV_RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q7||133
q46_4|NUMBER|Africa - Joint ventures and club deals|7_39|NOV_RegionalStrategyAfrica_JVs|NOV_RSAFR_JVs|Africa -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q7||134
q46_5|NUMBER|Africa - Funds of funds|7_40|NOV_RegionalStrategyAfrica_FundsOfFunds|NOV_RSAFR_FOF|Africa - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q7||135
q46_6|NUMBER|Africa - Non-listed debt products|7_41|NOV_RegionalStrategyAfrica_Debt|NOV_RSAFR_Debt|Africa - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q7||136
q4ROW6_Total|NUMBER|Africa - TOTAL VEHICLES|7_42|NOV_RegionalStrategyAfrica_VehicleType_Total|NOV_RSAFR_VT_Total|Africa - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||137
q4COL1_Total|NUMBER|TOTAL VEHICLES - Non-listed/ commingled real estate funds/private REITs|7_43|NOV_RegionalStrategy_NonListedFunds_Total|NOV_RS_NLF_Total|Regional strategy - Non-listed funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||138
q4COL2_Total|NUMBER|TOTAL VEHICLES - Separate accounts investing directly into real estate|7_44|NOV_RegionalStrategy_SeparateAccountsDirect_Total|NOV_RS_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||139
q4COL3_Total|NUMBER|TOTAL VEHICLES - Separate accounts investing into indirect vehicles|7_45|NOV_RegionalStrategy_SeparateAccountsIndirect_Total|NOV_RS_SepAccIndirect_Total|Regional strategy - Separate accounts investing indirectly total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||140
q4COL4_Total|NUMBER|TOTAL VEHICLES - Joint ventures and club deals|7_46|NOV_RegionalStrategy_JVs_Total|NOV_RS_JVs_Total|Regional strategy - Joint ventures and club deals total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||141
q4COL5_Total|NUMBER|TOTAL VEHICLES - Funds of funds|7_47|NOV_RegionalStrategy_FundsOfFunds_Total|NOV_RS_FOF_Total|Regional strategy - Funds of funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||142
q4COL6_Total|NUMBER|TOTAL VEHICLES - Non-listed debt products|7_48|NOV_RegionalStrategy_Debt_Total|NOV_RS_Debt_Total|Regional strategy - Non-listed debt total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||143
q4GRANDTotal|NUMBER|TOTAL Number of Non-listed vehicless company raised institutional capital for in 2020|7_49|NOV_RegionalStrategy_VehicleType_Total|NOV_RS_VT_Total|Regional strategy - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q7||144
||How much institutional capital did your company raise for Non-listed vehicless in 2020 by investor type (million)? |8|||||||q8||145
q51_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|8_1|PensionFunds_NonListedFunds|PF_NLF|Pension funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q8||146
q51_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|8_2|PensionFunds_SeparateAccountsDirect|PF_SepAccDirect|Pension funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q8||147
q51_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|8_3|PensionFunds_SeparateAccountsIndirect|PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q8||148
q51_4|CURRENCY|Pension funds - Joint ventures and club deals|8_4|PensionFunds_JVs|PF_JVs|Pension funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q8||149
q51_5|CURRENCY|Pension funds - Funds of funds|8_5|PensionFunds_FundsOfFunds|PF_FOF|Pension funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q8||150
q51_6|CURRENCY|Pension funds - Non-listed debt products|8_6|PensionFunds_Debt|PF_Debt|Pension funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q8||151
