Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q34_4|CURRENCY|Global strategy - Joint ventures and club deals|4_25|RegionalStrategyGlobal_JVs|RSGLB_JVs|Global -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q4||48
q34_5|CURRENCY|Global strategy - Funds of funds|4_26|RegionalStrategyGlobal_FundsOfFunds|RSGLB_FOF|Global - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q4||49
q34_6|CURRENCY|Global strategy - Non-listed debt products|4_27|RegionalStrategyGlobal_Debt|RSGLB_Debt|Global - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q4||50
q3ROW4_hidden|CURRENCY|Global strategy TOTAL|4_28|RegionalStrategyGlobal_VehicleType_Total|RSGLB_VT_Total|Global - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q4||51
q35_1|CURRENCY|South American strategy - Non-listed/ commingled real estate funds/private REITs|4_29|RegionalStrategySouthAmerica_NonListedFunds|RSSA_NLF|South America - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q4||52
q35_2|CURRENCY|South American strategy - Separate accounts investing directly into real estate|4_30|RegionalStrategySouthAmerica_SeparateAccountsDirect|RSSA_SepAccDirect|South America - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q4||53
q35_3|CURRENCY|South American strategy - Separate accounts investing into indirect vehicles|4_31|RegionalStrategySouthAmerica_SeparateAccountsIndirect|RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q4||54
q35_4|CURRENCY|South American strategy - Joint ventures and club deals|4_32|RegionalStrategySouthAmerica_JVs|RSSA_JVs|South America -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q4||55
q35_5|CURRENCY|South American strategy - Funds of funds|4_33|RegionalStrategySouthAmerica_FundsOfFunds|RSSA_FOF|South America - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q4||56
q35_6|CURRENCY|South American strategy - Non-listed debt products|4_34|RegionalStrategySouthAmerica_Debt|RSSA_Debt|South America - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q4||57
q3ROW5_hidden|CURRENCY|South American strategy TOTAL|4_35|RegionalStrategySouthAmerica_VehicleType_Total|RSSA_VT_Total|South America - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q4||58
q36_1|CURRENCY|African strategy - Non-listed/ commingled real estate funds/private REITs|4_36|RegionalStrategyAfrica_NonListedFunds|RSAFR_NLF|Africa - Non-listed funds||Capital raised |Regional Strategy and Vehicle Type|q4||59
q36_2|CURRENCY|African strategy - Separate accounts investing directly into real estate|4_37|RegionalStrategyAfrica_SeparateAccountsDirect|RSAFR_SepAccDirect|Africa - Separate accounts investing directly||Capital raised |Regional Strategy and Vehicle Type|q4||60
q36_3|CURRENCY|African strategy - Separate accounts investing into indirect vehicles|4_38|RegionalStrategyAfrica_SeparateAccountsIndirect|RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||Capital raised |Regional Strategy and Vehicle Type|q4||61
q36_4|CURRENCY|African strategy - Joint ventures and club deals|4_39|RegionalStrategyAfrica_JVs|RSAFR_JVs|Africa -  Joint ventures and club deals||Capital raised |Regional Strategy and Vehicle Type|q4||62
q36_5|CURRENCY|African strategy - Funds of funds|4_40|RegionalStrategyAfrica_FundsOfFunds|RSAFR_FOF|Africa - Funds of funds||Capital raised |Regional Strategy and Vehicle Type|q4||63
q36_6|CURRENCY|African strategy - Non-listed debt products|4_41|RegionalStrategyAfrica_Debt|RSAFR_Debt|Africa - Non-listed debt||Capital raised |Regional Strategy and Vehicle Type|q4||64
q3ROW6_hidden|CURRENCY|African strategy TOTAL|4_42|RegionalStrategyAfrica_VehicleType_Total|RSAFR_VT_Total|Africa - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q4||65
q3COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|4_43|RegionalStrategy_NonListedFunds_Total|RS_NLF_Total|Regional strategy - Non-listed funds total||Capital raised |Regional Strategy and Vehicle Type|q4||66
q3COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|4_44|RegionalStrategy_SeparateAccountsDirect_Total|RS_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||Capital raised |Regional Strategy and Vehicle Type|q4||67
q3COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|4_45|RegionalStrategy_SeparateAccountsIndirect_Total|RS_SepAccIndirect_Total|Regional strategy - Separate accounts investing indirectly total||Capital raised |Regional Strategy and Vehicle Type|q4||68
q3COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|4_46|RegionalStrategy_JVs_Total|RS_JVs_Total|Regional strategy - Joint ventures and club deals total||Capital raised |Regional Strategy and Vehicle Type|q4||69
q3COL5_hidden|CURRENCY|Funds of funds TOTAL|4_47|RegionalStrategy_FundsOfFunds_Total|RS_FOF_Total|Regional strategy - Funds of funds total||Capital raised |Regional Strategy and Vehicle Type|q4||70
q3COL6_hidden|CURRENCY|Non-listed debt products TOTAL|4_48|RegionalStrategy_Debt_Total|RS_Debt_Total|Regional strategy - Non-listed debt total||Capital raised |Regional Strategy and Vehicle Type|q4||71
q3GRANDTotal_hidden|CURRENCY|TOTAL capital raised in 2015 by regional strategy (million)|4_49|RegionalStrategy_VehicleType_Total|RS_VT_Total|Regional strategy - Vehicle type total||Capital raised |Regional Strategy and Vehicle Type|q4||72
ShowEurope||IGNORE|4_50|||||||||73
||For how many vehicles did your company raise capital for in 2015 by regional strategy?|5|||||||||74
q41_1|NUMBER|European strategy - Non-listed/ commingled real estate funds/private REITs|5_1|NOV_RegionalStrategyEurope_NonListedFunds|NOV_RSEUR_NLF|Europe - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||75
q41_2|NUMBER|European strategy - Separate accounts investing directly into real estate|5_2|NOV_RegionalStrategyEurope_SeparateAccountsDirect|NOV_RSEUR_SepAccDirect|Europe - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||76
q41_3|NUMBER|European strategy - Separate accounts investing into indirect vehicles|5_3|NOV_RegionalStrategyEurope_SeparateAccountsIndirect|NOV_RSEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||77
q41_4|NUMBER|European strategy - Joint ventures and club deals|5_4|NOV_RegionalStrategyEurope_JVs|NOV_RSEUR_JVs|Europe -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q5||78
q41_5|NUMBER|European strategy - Funds of funds|5_5|NOV_RegionalStrategyEurope_FundsOfFunds|NOV_RSEUR_FOF|Europe - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||79
q41_6|NUMBER|European strategy - Non-listed debt products|5_6|NOV_RegionalStrategyEurope_Debt|NOV_RSEUR_Debt|Europe - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q5||80
q4ROW1_hidden|NUMBER|European strategy TOTAL|5_7|NOV_RegionalStrategyEurope_VehicleType_Total|NOV_RSEUR_VT_Total|Europe - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||81
q42_1|NUMBER|Asia Pacific strategy - Non-listed/ commingled real estate funds/private REITs|5_8|NOV_RegionalStrategyAsiaPacific_NonListedFunds|NOV_RSAPAC_NLF|Asia Pacific - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||82
q42_2|NUMBER|Asia Pacific strategy - Separate accounts investing directly into real estate|5_9|NOV_RegionalStrategyAsiaPacific_SeparateAccountsDirect|NOV_RSAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||83
q42_3|NUMBER|Asia Pacific strategy - Separate accounts investing into indirect vehicles|5_10|NOV_RegionalStrategyAsiaPacific_SeparateAccountsIndirect|NOV_RSAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||84
q42_4|NUMBER|Asia Pacific strategy - Joint ventures and club deals|5_11|NOV_RegionalStrategyAsiaPacific_JVs|NOV_RSAPAC_JVs|Asia Pacific - Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q5||85
q42_5|NUMBER|Asia Pacific strategy - Funds of funds|5_12|NOV_RegionalStrategyAsiaPacific_FundsOfFunds|NOV_RSAPAC_FOF|Asia Pacific - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||86
q42_6|NUMBER|Asia Pacific strategy - Non-listed debt products|5_13|NOV_RegionalStrategyAsiaPacific_Debt|NOV_RSAPAC_Debt|Asia Pacific - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q5||87
q4ROW2_hidden|NUMBER|Asia Pacific strategy TOTAL|5_14|NOV_RegionalStrategyAsiaPacific_VehicleType_Total|NOV_RSAPAC_VT_Total|Asia Pacific - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||88
q43_1|NUMBER|North American strategy - Non-listed/ commingled real estate funds/private REITs|5_15|NOV_RegionalStrategyNorthAmerica_NonListedFunds|NOV_RSNA_NLF|North America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||89
q43_2|NUMBER|North American strategy - Separate accounts investing directly into real estate|5_16|NOV_RegionalStrategyNorthAmerica_SeparateAccountsDirect|NOV_RSNA_SepAccDirect|North America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||90
q43_3|NUMBER|North American strategy - Separate accounts investing into indirect vehicles|5_17|NOV_RegionalStrategyNorthAmerica_SeparateAccountsIndirect|NOV_RSNA_SepAccIndirect|North America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||91
q43_4|NUMBER|North American strategy - Joint ventures and club deals|5_18|NOV_RegionalStrategyNorthAmerica_JVs|NOV_RSNA_JVs|North America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q5||92
q43_5|NUMBER|North American strategy - Funds of funds|5_19|NOV_RegionalStrategyNorthAmerica_FundsOfFunds|NOV_RSNA_FOF|North America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||93
q43_6|NUMBER|North American strategy - Non-listed debt products|5_20|NOV_RegionalStrategyNorthAmerica_Debt|NOV_RSNA_Debt|North America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q5||94
q4ROW3_hidden|NUMBER|North American strategy TOTAL|5_21|NOV_RegionalStrategyNorthAmerica_VehicleType_Total|NOV_RSNA_VT_Total|North America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||95
q44_1|NUMBER|Global strategy - Non-listed/ commingled real estate funds/private REITs|5_22|NOV_RegionalStrategyGlobal_NonListedFunds|NOV_RSGLB_NLF|Global - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||96
q44_2|NUMBER|Global strategy - Separate accounts investing directly into real estate|5_23|NOV_RegionalStrategyGlobal_SeparateAccountsDirect|NOV_RSGLB_SepAccDirect|Global - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||97
q44_3|NUMBER|Global strategy - Separate accounts investing into indirect vehicles|5_24|NOV_RegionalStrategyGlobal_SeparateAccountsIndirect|NOV_RSGLB_SepAccIndirect|Global - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||98
q44_4|NUMBER|Global strategy - Joint ventures and club deals|5_25|NOV_RegionalStrategyGlobal_JVs|NOV_RSGLB_JVs|Global -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q5||99
q44_5|NUMBER|Global strategy - Funds of funds|5_26|NOV_RegionalStrategyGlobal_FundsOfFunds|NOV_RSGLB_FOF|Global - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||100
q44_6|NUMBER|Global strategy - Non-listed debt products|5_27|NOV_RegionalStrategyGlobal_Debt|NOV_RSGLB_Debt|Global - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q5||101
q4ROW4_hidden|NUMBER|Global strategy TOTAL|5_28|NOV_RegionalStrategyGlobal_VehicleType_Total|NOV_RSGLB_VT_Total|Global - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||102
q45_1|NUMBER|South American strategy - Non-listed/ commingled real estate funds/private REITs|5_29|NOV_RegionalStrategySouthAmerica_NonListedFunds|NOV_RSSA_NLF|South America - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||103
q45_2|NUMBER|South American strategy - Separate accounts investing directly into real estate|5_30|NOV_RegionalStrategySouthAmerica_SeparateAccountsDirect|NOV_RSSA_SepAccDirect|South America - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||104
q45_3|NUMBER|South American strategy - Separate accounts investing into indirect vehicles|5_31|NOV_RegionalStrategySouthAmerica_SeparateAccountsIndirect|NOV_RSSA_SepAccIndirect|South America - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||105
q45_4|NUMBER|South American strategy - Joint ventures and club deals|5_32|NOV_RegionalStrategySouthAmerica_JVs|NOV_RSSA_JVs|South America -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q5||106
q45_5|NUMBER|South American strategy - Funds of funds|5_33|NOV_RegionalStrategySouthAmerica_FundsOfFunds|NOV_RSSA_FOF|South America - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||107
q45_6|NUMBER|South American strategy - Non-listed debt products|5_34|NOV_RegionalStrategySouthAmerica_Debt|NOV_RSSA_Debt|South America - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q5||108
q4ROW5_hidden|NUMBER|South American strategy TOTAL|5_35|NOV_RegionalStrategySouthAmerica_VehicleType_Total|NOV_RSSA_VT_Total|South America - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||109
q46_1|NUMBER|African strategy - Non-listed/ commingled real estate funds/private REITs|5_36|NOV_RegionalStrategyAfrica_NonListedFunds|NOV_RSAFR_NLF|Africa - Non-listed funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||110
q46_2|NUMBER|African strategy - Separate accounts investing directly into real estate|5_37|NOV_RegionalStrategyAfrica_SeparateAccountsDirect|NOV_RSAFR_SepAccDirect|Africa - Separate accounts investing directly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||111
q46_3|NUMBER|African strategy - Separate accounts investing into indirect vehicles|5_38|NOV_RegionalStrategyAfrica_SeparateAccountsIndirect|NOV_RSAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||NOV Capital raised|Regional Strategy and Vehicle Type|q5||112
q46_4|NUMBER|African strategy - Joint ventures and club deals|5_39|NOV_RegionalStrategyAfrica_JVs|NOV_RSAFR_JVs|Africa -  Joint ventures and club deals||NOV Capital raised|Regional Strategy and Vehicle Type|q5||113
q46_5|NUMBER|African strategy - Funds of funds|5_40|NOV_RegionalStrategyAfrica_FundsOfFunds|NOV_RSAFR_FOF|Africa - Funds of funds||NOV Capital raised|Regional Strategy and Vehicle Type|q5||114
q46_6|NUMBER|African strategy - Non-listed debt products|5_41|NOV_RegionalStrategyAfrica_Debt|NOV_RSAFR_Debt|Africa - Non-listed debt||NOV Capital raised|Regional Strategy and Vehicle Type|q5||115
q4ROW6_hidden|NUMBER|African strategy TOTAL|5_42|NOV_RegionalStrategyAfrica_VehicleType_Total|NOV_RSAFR_VT_Total|Africa - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||116
q4COL1_hidden|NUMBER|Non-listed/ commingled real estate funds/private REITs TOTAL|5_43|NOV_RegionalStrategy_NonListedFunds_Total|NOV_RS_NLF_Total|Regional strategy - Non-listed funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||117
q4COL2_hidden|NUMBER|Separate accounts investing directly into real estate TOTAL|5_44|NOV_RegionalStrategy_SeparateAccountsDirect_Total|NOV_RS_SepAccDirect_Total|Regional strategy - Separate accounts investing directly total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||118
q4COL3_hidden|NUMBER|Separate accounts investing into indirect vehicles TOTAL|5_45|NOV_RegionalStrategy_SeparateAccountsIndirect_Total|NOV_RS_SepAccIndirect_Total|Regional strategy - Separate accounts investing indirectly total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||119
q4COL4_hidden|NUMBER|Joint ventures and club deals TOTAL|5_46|NOV_RegionalStrategy_JVs_Total|NOV_RS_JVs_Total|Regional strategy - Joint ventures and club deals total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||120
q4COL5_hidden|NUMBER|Funds of funds TOTAL|5_47|NOV_RegionalStrategy_FundsOfFunds_Total|NOV_RS_FOF_Total|Regional strategy - Funds of funds total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||121
q4COL6_hidden|NUMBER|Non-listed debt products TOTAL|5_48|NOV_RegionalStrategy_Debt_Total|NOV_RS_Debt_Total|Regional strategy - Non-listed debt total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||122
q4GRANDTotal_hidden|NUMBER|Total number of vehicles company raised capital for in 2015 by regional strategy|5_49|NOV_RegionalStrategy_VehicleType_Total|NOV_RS_VT_Total|Regional strategy - Vehicle type total||NOV Capital raised|Regional Strategy and Vehicle Type|q5||123
||How much capital did your company raise in 2015 from institutional investors by investor type (million)?|6|||||||||124
q51_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|6_1|PensionFunds_NonListedFunds|PF_NLF|Pension funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||125
q51_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|6_2|PensionFunds_SeparateAccountsDirect|PF_SepAccDirect|Pension funds - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||126
q51_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|6_3|PensionFunds_SeparateAccountsIndirect|PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||127
q51_4|CURRENCY|Pension funds - Joint ventures and club deals|6_4|PensionFunds_JVs|PF_JVs|Pension funds - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||128
q51_5|CURRENCY|Pension funds - Funds of funds|6_5|PensionFunds_FundsOfFunds|PF_FOF|Pension funds - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||129
q51_6|CURRENCY|Pension funds - Non-listed debt products|6_6|PensionFunds_Debt|PF_Debt|Pension funds - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||130
q5ROW1_hidden|CURRENCY|Pension funds TOTAL|6_7|PensionFunds_VehicleType_Total|PF_VT_Total|Pension funds - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||131
q52_1|CURRENCY|Insurance companies - Non-listed/ commingled real estate funds/private REITs|6_8|InsuranceCompanies_NonListedFunds|IC_NLF|Insurance companies - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||132
q52_2|CURRENCY|Insurance companies - Separate accounts investing directly into real estate|6_9|InsuranceCompanies_SeparateAccountsDirect|IC_SepAccDirect|Insurance companies - Separate accounts investing directly||Capital raised |Investor Type and Vehicle Type|q6||133
q52_3|CURRENCY|Insurance companies - Separate accounts investing into indirect vehicles|6_10|InsuranceCompanies_SeparateAccountsIndirect|IC_SepAccIndirect|Insurance companies - Separate accounts investing indirectly||Capital raised |Investor Type and Vehicle Type|q6||134
q52_4|CURRENCY|Insurance companies - Joint ventures and club deals|6_11|InsuranceCompanies_JVs|IC_JVs|Insurance companies - Joint ventures and club deals||Capital raised |Investor Type and Vehicle Type|q6||135
q52_5|CURRENCY|Insurance companies - Funds of funds|6_12|InsuranceCompanies_FundsOfFunds|IC_FOF|Insurance companies - Funds of funds||Capital raised |Investor Type and Vehicle Type|q6||136
q52_6|CURRENCY|Insurance companies - Non-listed debt products|6_13|InsuranceCompanies_Debt|IC_Debt|Insurance companies - Non-listed debt products||Capital raised |Investor Type and Vehicle Type|q6||137
q5ROW2_hidden|CURRENCY|Insurance companies TOTAL|6_14|InsuranceCompanies_VehicleType_Total|IC_VT_Total|Insurance companies - Vehicle type total||Capital raised |Investor Type and Vehicle Type|q6||138
q53_1|CURRENCY|Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|6_15|SovereignWealthFunds_NonListedFunds|SWF_NLF|Sovereign wealth funds - Non-listed fund||Capital raised |Investor Type and Vehicle Type|q6||139
